"Data","Ultimo","Apertura","Massimo","Minimo","Vol.","Var. %"
"27.10.2015","78,100","78,490","78,920","77,980","2,81M","-0,36%"
"28.10.2015","78,890","78,350","79,090","77,810","2,75M","1,01%"
"29.10.2015","78,550","79,820","79,890","78,160","3,57M","-0,43%"
"30.10.2015","78,970","78,960","79,170","78,080","2,99M","0,53%"
"02.11.2015","79,760","78,080","80,030","78,050","2,89M","1,00%"
"03.11.2015","79,300","79,750","79,880","78,150","3,23M","-0,58%"
"04.11.2015","77,650","78,500","78,550","75,100","5,41M","-2,08%"
"05.11.2015","78,090","77,690","78,580","77,010","2,90M","0,57%"
"06.11.2015","79,790","78,280","80,330","77,890","4,05M","2,18%"
"09.11.2015","78,000","79,890","80,050","77,890","2,97M","-2,24%"
"10.11.2015","79,080","78,440","79,200","77,450","2,60M","1,38%"
"11.11.2015","78,330","78,940","79,750","77,800","3,30M","-0,95%"
"12.11.2015","76,990","77,930","77,990","76,230","3,21M","-1,71%"
"13.11.2015","76,410","76,700","77,670","75,270","3,19M","-0,75%"
"16.11.2015","76,010","75,200","76,570","75,150","2,55M","-0,52%"
"17.11.2015","77,750","77,050","77,750","76,650","2,86M","2,29%"
"18.11.2015","78,040","77,570","78,830","77,100","2,65M","0,37%"
"19.11.2015","78,590","79,000","79,680","78,330","3,42M","0,70%"
"20.11.2015","79,250","79,160","79,600","78,600","3,08M","0,84%"
"23.11.2015","78,950","79,090","79,380","78,510","2,11M","-0,38%"
"24.11.2015","78,450","79,390","79,530","77,840","3,89M","-0,63%"
"25.11.2015","79,480","78,510","79,750","77,840","3,32M","1,31%"
"26.11.2015","82,000","79,750","82,460","79,650","4,93M","3,17%"
"27.11.2015","82,450","81,790","83,240","81,480","3,56M","0,55%"
"30.11.2015","84,730","82,660","84,730","82,560","4,98M","2,77%"
"01.12.2015","83,210","85,100","85,500","82,880","4,03M","-1,79%"
"02.12.2015","82,840","83,610","83,910","82,490","2,96M","-0,44%"
"03.12.2015","78,420","82,330","83,890","78,420","9,36M","-5,34%"
"04.12.2015","78,610","78,720","79,340","77,140","5,33M","0,24%"
"07.12.2015","79,730","79,600","80,940","78,750","3,21M","1,42%"
"08.12.2015","77,530","79,940","79,940","76,550","4,07M","-2,76%"
"09.12.2015","77,090","77,910","78,240","76,210","2,92M","-0,57%"
"10.12.2015","77,240","76,560","78,020","76,440","2,72M","0,19%"
"11.12.2015","74,630","76,950","76,950","74,050","4,59M","-3,38%"
"14.12.2015","72,950","75,250","75,690","72,480","4,21M","-2,25%"
"15.12.2015","75,500","73,880","75,940","73,750","4,16M","3,50%"
